;OSEBuildingID;DataYear;BuildingType;PrimaryPropertyType;PropertyName;Address;City;State;ZipCode;TaxParcelIdentificationNumber;CouncilDistrictCode;Neighborhood;Latitude;Longitude;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);ListOfAllPropertyUseTypes;LargestPropertyUseType;LargestPropertyUseTypeGFA;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);DefaultData;ComplianceStatus;TotalGHGEmissions;GHGEmissionsIntensity
111;178;2016;SPS-District K-12;K-12 School;Van Asselt Elementary;8311 Beacon Ave S;Seattle;WA;98118;7243500230;2;GREATER DUWAMISH;47.52915;-122.28904;2000;1;3;98357;0;98357;K-12 School;K-12 School;98357;88;35.09999847;38.5;77.80000305;81.30000305;3456131.5;2.717748439;0;564791.125;1927067;15290.64063;1529064;TRUE;Error - Correct Default Data;94.64;0.96
115;183;2016;NonResidential;Residence Hall;Emerson Hall;500 W. Emerson;Seattle;WA;98119;7443000375;7;MAGNOLIA / QUEEN ANNE;47.65068;-122.36331;2001;1;4;139600;37500;102100;Residence Hall/Dormitory;Residence Hall/Dormitory;135520;89;32.79999924;35.40000153;70.19999695;74.69999695;4448582.5;2.733344632;0;678868.1875;2316298;21322.83984;2132284;FALSE;Compliant;129.39;0.93
116;185;2016;SPS-District K-12;K-12 School;Nathan Hale High;17050 30th Ave. N.E.;Seattle;WA;98125;2826049152;5;NORTH;47.70763;-122.29453;2011;1;2;236758;0;236758;K-12 School, Parking;K-12 School;238550;96;35;38.90000153;78.69999695;84.40000153;8355988.5;2.775345944;0;1403853.5;4789948;35660.39453;3566039;FALSE;Compliant;222.78;0.94
118;189;2016;SPS-District K-12;K-12 School;Greenwood Elementary;144 N.W. 80th St.;Seattle;WA;98117;2919200635;6;NORTHWEST;47.68725;-122.35996;2002;1;3;62526;0;62526;K-12 School;K-12 School;62526;96;31.79999924;35.09999847;70.59999847;75.30000305;1986094.875;2.681056625;0;326608.6875;1114389;8717.058594;871706;TRUE;Error - Correct Default Data;54.07;0.86
120;190;2016;NonResidential;Small- and Mid-Sized Office;Emerald Services;7343 E Marginal Way S;Seattle;WA;98108;2924049043;2;GREATER DUWAMISH;47.536;-122.31768;2007;1;3;64015;0;64015;Non-Refrigerated Warehouse, Office, Other - Services;Office;30000;21;60;62.5;165.8000031;168.3999939;3242077.75;2.710175321;0;778834;2657382;5846.959961;584696;FALSE;Compliant;49.58;0.77
121;194;2016;NonResidential;Retail Store;Northgate Mall;401 Northgate Way;Seattle;WA;98125;2926049025;5;NORTH;47.70759;-122.3255;1951;1;1;530039;0;530039;Restaurant, Retail Store;Retail Store;505103;98;52.29999924;54.29999924;118.9000015;121;27717034;2.843432579;0;4755137.5;16224529;114925.0313;11492503;FALSE;Compliant;723.47;1.36
123;197;2016;NonResidential;Retail Store;Nordstrom Northgate 002;401 NE Northgate Way;Seattle;WA;98125;2926049528;5;NORTH;47.70619;-122.32586;1965;1;4;124342;0;124342;Retail Store;Retail Store;122000;76;71.90000153;71.59999847;223.6999969;222.1000061;8765978;2.771479766;0;2536231.25;8653621;1123.560059;112356;FALSE;Compliant;66.3;0.53
124;198;2016;NonResidential;Hospital;Seattle Children's Hospital Main Campus;4800 Sand Point Way NE;Seattle;WA;98105;2982800005;4;NORTHEAST;47.66231;-122.28146;1953;6;10;879000;0;879000;Hospital (General Medical & Surgical);Hospital (General Medical & Surgical);879000;10;288.7999878;293.2000122;578.2000122;576.5999756;253832464;2.963599285;0;33892500;115641210;1381912.375;138191238;FALSE;Compliant;8145.52;9.27
125;200;2016;NonResidential;Other;Verity Credit Union;11027 Meridian N #102;Seattle;WA;98133;3026049024;5;NORTHWEST;47.70956;-122.3345;1996;1;3;55442;0;55442;Financial Office, Medical Office, Parking;Financial Office;28636;72;85.59999847;88.90000153;194.1000061;197.6000061;3191228.25;2.708948764;0;544942.8125;1859345;13318.83008;1331883;FALSE;Compliant;83.7;1.51
126;205;2016;SPS-District K-12;K-12 School;Ballard High;1418 N.W. 65th St.;Seattle;WA;98117;3050700050;6;BALLARD;47.67661;-122.37489;1999;1;2;242795;0;242795;K-12 School;K-12 School;242795;80;37.70000076;40;107.3000031;112.3000031;9157150;2.778104333;0;2303477;7859464;12976.84766;1297685;TRUE;Error - Correct Default Data;123.71;0.51
129;212;2016;SPS-District K-12;K-12 School;Aki Kurose Middle;3928 S. Graham St.;Seattle;WA;98118;3332501090;2;SOUTHEAST;47.54632;-122.28198;1952;1;2;173185;0;173185;K-12 School;K-12 School;173185;79;35.40000153;40.59999847;58.90000153;64.90000153;6127771.5;2.75787411;0;527763;1800727;43270.4375;4327044;TRUE;Error - Correct Default Data;242.36;1.4
130;214;2016;SPS-District K-12;K-12 School;Boren Building;5950 Delridge Way S.W.;Seattle;WA;98106;3438501230;1;DELRIDGE;47.54862;-122.36214;1963;1;1;145341;0;145341;K-12 School;K-12 School;139069;75;39.5;45.59999847;69.5;77.19999695;5499097;2.751241828;0;546590.625;1864967;36341.29688;3634130;TRUE;Error - Correct Default Data;206.01;1.42
131;215;2016;NonResidential;Warehouse;Rainier Bottling Plant;5628 Airport Way South;Seattle;WA;98108;3466800065;2;GREATER DUWAMISH;47.55152;-122.31869;1904;1;4;114297;0;114297;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;114297;61;18.39999962;21.10000038;36;39.70000076;2100097.75;2.687670698;0;267431;912475;11876.22949;1187623;FALSE;Compliant;69.44;0.61
132;216;2016;SPS-District K-12;K-12 School;Rainier Beach High;8815 Seward Park Ave S.;Seattle;WA;98118;3524049149;2;SOUTHEAST;47.52407;-122.26586;1960;1;2;184125;0;184125;K-12 School;K-12 School;184125;86;47.79999924;54.70000076;84.19999695;92.30000305;8800292;2.780362909;0;879209.3125;2999862;58004.30078;5800430;TRUE;Error - Correct Default Data;328.97;1.79
134;220;2016;NonResidential;Warehouse;8109;4786 First Ave S;Seattle;WA;98134;3573700006;2;GREATER DUWAMISH;47.55901;-122.33328;1937;1;1;234144;0;234144;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;234144;87;28.79999924;33.59999847;42;47.09999847;6744317;2.765009981;0;385937;1316817;54275;5427500;FALSE;Compliant;297.43;1.27
135;223;2016;NonResidential;Retail Store;Westwood Village - Building A;2600 SW Barton St;Seattle;WA;98126;3624039009;1;DELRIDGE;47.52254;-122.36627;1966;1;1;64984;0;64984;Retail Store;Retail Store;65425;72;45;46.09999847;130.6999969;130.6999969;2944296.25;2.702673495;0;766027.8125;2613687;3306.090088;330609;FALSE;Compliant;35.78;0.55
136;224;2016;NonResidential;Retail Store;Westwood Village - Building B;2600 SW Barton St;Seattle;WA;98126;3624039009;1;DELRIDGE;47.52254;-122.36627;1965;1;1;67745;0;67745;Retail Store;Retail Store;67782;37;136.1999969;141.5;223.8999939;227.3000031;9230223;2.777340109;0;769080.3125;2624102;66061.21094;6606121;FALSE;Compliant;369.14;5.45
137;225;2016;SPS-District K-12;K-12 School;Denny/Sealth Campus;2601 SW Kenyon / 2600 SW Thistle;Seattle;WA;98126;3624039032;1;DELRIDGE;47.52915;-122.36511;2010;1;2;367884;0;367884;K-12 School;K-12 School;367884;97;33.29999924;36.09999847;81.59999847;85.90000153;12265516;2.797386226;0;2404753.75;8205020;40604.95703;4060496;FALSE;Compliant;272.85;0.74
138;226;2016;SPS-District K-12;K-12 School;Roxhill Elementary;9430 30th Ave. S.W.;Seattle;WA;98126;3624039057;1;DELRIDGE;47.51778;-122.37074;1958;1;1;46797;0;46797;K-12 School;K-12 School;46797;86;44.40000153;50.90000153;82.19999695;91.5;2075891;2.686668006;0;233647.0938;797204;12786.87207;1278687;TRUE;Error - Correct Default Data;73.47;1.57
141;229;2016;SPS-District K-12;K-12 School;Martin Luther King Jr. Elementary;6725 45th Ave S;Seattle;WA;98118;3812400550;2;SOUTHEAST;47.54174;-122.27691;2004;1;2;67371;0;67371;K-12 School;K-12 School;67371;92;31.60000038;33.59999847;78;80.09999847;2128459;2.683144926;0;423604.5938;1445339;6831.19873;683120;TRUE;Error - Correct Default Data;46.36;0.69
143;231;2016;SPS-District K-12;K-12 School;Hamilton International Middle;1610 N. 41st St.;Seattle;WA;98103;4083301505;4;LAKE UNION;47.65708;-122.33803;2010;1;3;127776;0;127776;K-12 School;K-12 School;127776;75;37.20000076;39.09999847;100;103.5;4748137;2.735967873;0;1093179.875;3729930;10182.06738;1018207;TRUE;Error - Correct Default Data;80.08;0.63
144;232;2016;NonResidential;Hotel;Silver Cloud Inn;1150 Fairview Ave N;Seattle;WA;98109;4088802955;3;LAKE UNION;47.62972;-122.32906;1998;1;5;123920;30000;93920;Hotel, Parking, Swimming Pool;Hotel;123920;79;75.59999847;78.09999847;148.1999969;152.1999969;9373179;2.777902086;0;1195550.25;4079217;52939.60938;5293961;FALSE;Compliant;309.6;2.5
147;235;2016;NonResidential;Hotel;311jk-Seattle Downtown/Lake Union CY;925 Westlake Ave North;Seattle;WA;98109;4088803586;7;MAGNOLIA / QUEEN ANNE;47.62782;-122.34045;1998;1;7;207656;54341;153315;Hotel;Hotel;141591;76;78.90000153;83;164.5;171.3999939;11171988;2.789919643;0;1620980.875;5530787;56412.00391;5641200;FALSE;Compliant;338.16;1.63
148;237;2016;SPS-District K-12;K-12 School;Whittier Elementary;1320 NW 75th St.;Seattle;WA;98117;4240400005;6;BALLARD;47.68359;-122.37308;1999;1;2;67235;0;67235;K-12 School;K-12 School;67235;89;34;36.29999924;84.30000305;86.80000305;2284133.75;2.688447093;0;458595.4063;1564728;7194.061523;719406;TRUE;Error - Correct Default Data;49.12;0.73
150;239;2016;SPS-District K-12;K-12 School;Gatewood Elementary;4320 SW Myrtle;Seattle;WA;98136;4315700020;1;SOUTHWEST;47.54025;-122.3885;1991;1;3;58118;0;58118;K-12 School;K-12 School;59014;97;23.79999924;25.70000076;66.09999847;69.59999847;1407277.25;2.655606209;0;339524.3125;1158457;2488.200928;248820;TRUE;Error - Correct Default Data;21.29;0.37
151;241;2016;NonResidential;Hotel;Hotel Nexus;2140 N. Northgate Way;Seattle;WA;98133;4468400005;5;NORTHWEST;47.70916;-122.33216;1968;1;4;64893;0;64893;Hotel;Hotel;64893;70;95.5;95.69999695;184.6999969;185.3999939;6197825;2.749956608;0;768038.625;2620548;35772.76953;3577277;FALSE;Compliant;208.26;3.21
153;243;2016;SPS-District K-12;K-12 School;Van Asselt Building - Old;7201 Beacon Ave. S.;Seattle;WA;98108;5129000050;2;GREATER DUWAMISH;47.53809;-122.29591;1925;1;1;70762;0;70762;K-12 School;K-12 School;70762;87;51;58.5;68;76.5;3606416;2.723643396;0;143935;491106;31153.0957;3115310;TRUE;Error - Correct Default Data;168.88;2.39
154;244;2016;NonResidential;Small- and Mid-Sized Office;Washington Park Building;76-80 S washington st;Seattle;WA;98104;5247800030;7;DOWNTOWN;47.60105;-122.33518;1900;1;3;44558;0;44558;Office, Restaurant, Self-Storage Facility;Office;34416;78;37.59999847;38.59999847;101.3000031;103.6999969;1677002.25;2.664378855;0;386177.4063;1317637;3593.650146;359365;FALSE;Compliant;28.27;0.63
159;250;2016;NonResidential;Hotel;Silver Cloud Hotel - Stadium;1046 1st Ave S;Seattle;WA;98134;7666206720;2;GREATER DUWAMISH;47.59269;-122.33372;2005;1;9;168449;14567;153882;Food Service, Hotel, Parking;Hotel;135006;64;88.19999695;89.19999695;183;182.6999969;12726789;2.795483138;0;1826563;6232233;64945.55078;6494555;FALSE;Compliant;388.37;2.31
160;257;2016;NonResidential;Warehouse;Harbor Island: Warehouse E - DNRP-SWD;3235 16TH AVE SW;Seattle;WA;98134;7666703020;1;GREATER DUWAMISH;47.57507;-122.35747;1916;0;4;79600;0;79600;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;79600;34;30.29999924;30.29999924;95.09999847;95.09999847;2411402.25;2.687556226;0;706741.5;2411402;0;0;FALSE;Compliant;16.81;0.21
161;260;2016;SPS-District K-12;K-12 School;Lincoln Building;4400 Interlake Ave N;Seattle;WA;98103;7821200700;4;LAKE UNION;47.65996;-122.33962;1997;1;4;241066;0;241066;K-12 School;K-12 School;241066;79;32.29999924;36.90000153;60.79999924;66.19999695;7791957;2.772592981;0;907478.3125;3096316;46956.40625;4695641;TRUE;Error - Correct Default Data;270.97;1.12
167;268;2016;NonResidential;Hospital;Swedish Cherry Hill;500 17th Ave;Seattle;WA;98122;7942600331;3;CENTRAL;47.60705;-122.30966;1990;6;5;597519;0;597519;Hospital (General Medical & Surgical), Parking;Hospital (General Medical & Surgical);601615;34;238.3999939;244.8000031;454.3999939;459.2000122;143423024;2.934281007;0;17220084;58754927;846680.9375;84668094;FALSE;Compliant;4906.33;8.21
168;273;2016;SPS-District K-12;K-12 School;Highland Park Elementary;1012 S.W. Trenton St.;Seattle;WA;98106;7972603210;1;DELRIDGE;47.52518;-122.34828;1999;1;1;71714;0;71714;K-12 School;K-12 School;71714;87;33.09999847;34.5;91.40000153;93.90000153;2371358;2.689205122;0;569817.125;1944216;4271.419434;427142;TRUE;Error - Correct Default Data;36.24;0.51
169;274;2016;NonResidential;Warehouse;27020-Seattle / Stone Way North;3600 Stone Way North;Seattle;WA;98103;8033700250;4;LAKE UNION;47.65097;-122.34227;1991;1;3;75397;8161;67236;Non-Refrigerated Warehouse, Parking;Non-Refrigerated Warehouse;67236;91;8.199999809;8.5;21.70000076;22.10000038;549181.375;2.584469918;0;124086;423381;1258;125800;FALSE;Compliant;9.63;0.13
170;276;2016;NonResidential;Hospital;Harborview Medical Center;325 9th Ave.;Seattle;WA;98104;8590900220;3;EAST;47.60399;-122.32377;2000;9;8;1158691;0;1158691;Hospital (General Medical & Surgical), Parking;Hospital (General Medical & Surgical);1350182;29;217.1000061;219.6999969;502.8999939;502.7999878;293090784;2.970831653;122575032;49438336;168683602;18321.29102;1832129;FALSE;Compliant;10734.57;9.26
172;279;2016;SPS-District K-12;K-12 School;West Seattle High;3000 California Ave SW;Seattle;WA;98116;8702100050;1;SOUTHWEST;47.57678;-122.38459;2002;1;2;208981;0;208981;K-12 School;K-12 School;208981;80;39.09999847;43.20000076;90;95.19999695;8164853;2.773593182;0;1434598.625;4894851;32700.02148;3270002;TRUE;Error - Correct Default Data;207.79;0.99
173;280;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Wintonia;1431 Minor Ave;Seattle;WA;98101;8725600350;7;EAST;47.6136;-122.32785;1909;1;6;51976;0;51976;Multifamily Housing;Multifamily Housing;50350;34;83.19999695;89;156.8000031;162.8999939;4189569.25;2.728849254;0;490372.4063;1673151;25164.1875;2516419;FALSE;Compliant;145.31;2.8
174;281;2016;NonResidential;K-12 School;University HTS Grade School;5031 University Way NE;Seattle;WA;98105;8816400900;4;NORTHEAST;47.66568;-122.31368;1928;1;2;55653;0;55653;K-12 School;K-12 School;55500;98;24.79999924;28.79999924;26.29999924;30.5;1377627;2.659154407;0;1798.900024;6138;13714.89063;1371489;FALSE;Compliant;72.88;1.31
175;282;2016;NonResidential;Hotel;Hotel Deca;4507 Brooklyn Ave NE;Seattle;WA;98105;8817400055;4;NORTHEAST;47.66151;-122.31457;1931;1;16;106860;0;106860;Hotel;Hotel;106860;49;111.6999969;118.0999985;186.8999939;190.6999969;11935719;2.794259057;0;1043886.875;3561742;83739.75781;8373976;FALSE;Compliant;469.57;4.39
176;283;2016;NonResidential;Small- and Mid-Sized Office;Lake City Center;12360 Lake City Way NE;Seattle;WA;98125;8822900465;5;NORTH;47.71895;-122.29475;1972;1;5;50759;0;50759;Office, Restaurant;Office;47079;62;62;65.40000153;170.3999939;174.1000061;3147042;2.709116132;0;749863.125;2558533;5885.089844;588509;FALSE;Compliant;49.09;0.97
177;284;2016;NonResidential;Worship Facility;University Congregational United Church of Christ;4505 16TH AVE NE;Seattle;WA;98105;8823902255;4;NORTHEAST;47.66182;-122.31113;1952;1;2;56772;0;56772;Worship Facility;Worship Facility;56772;46;43;48.70000076;81;87.80000305;2439484.75;2.696770639;0;285789.1875;975113;14643.7207;1464372;FALSE;Compliant;84.57;1.49
178;285;2016;NonResidential;Worship Facility;University Presbyterian Church;4540 15th Avenue NE;Seattle;WA;98105;8823902325;4;NORTHEAST;47.6626;-122.31164;1952;1;3;103000;0;103000;Worship Facility;Worship Facility;103000;42;47.09999847;52.29999924;96.90000153;102.4000015;4854429.5;2.740864959;0;685356;2338435;25159.94531;2515995;FALSE;Compliant;149.93;1.46
179;286;2016;SPS-District K-12;K-12 School;Roosevelt High;1410 N.E. 66th St.;Seattle;WA;98115;8826900005;4;NORTHEAST;47.67723;-122.31281;2006;1;3;269297;0;269297;K-12 School;K-12 School;269297;80;39;41.59999847;96.80000305;99.59999847;10498344;2.786994199;0;2111361.25;7203965;32943.78516;3294379;TRUE;Error - Correct Default Data;225.19;0.84
180;287;2016;SPS-District K-12;K-12 School;Bryant Elementary;3311 N.E. 60th;Seattle;WA;98115;8827900180;4;NORTHEAST;47.67184;-122.29221;2001;1;3;75174;0;75174;K-12 School;K-12 School;75174;77;36.40000153;40.09999847;82.40000153;87.59999847;2733846;2.70257049;0;465868.5;1589543;11443.02246;1144302;TRUE;Error - Correct Default Data;71.86;0.96
181;289;2016;SPS-District K-12;K-12 School;Frantz Coe Elementary;2424 7th Ave W.;Seattle;WA;98119;9270200005;7;MAGNOLIA / QUEEN ANNE;47.64052;-122.3656;2003;1;3;75214;0;75214;K-12 School;K-12 School;75214;88;31;32.70000076;80.80000305;82.5;2334260;2.68883914;0;508113.9063;1733685;6005.752441;600575;TRUE;Error - Correct Default Data;43.98;0.58
182;290;2016;SPS-District K-12;K-12 School;Madison Middle;3429 45th Ave. S.W.;Seattle;WA;98116;9278300005;1;SOUTHWEST;47.57298;-122.39028;2005;1;3;134918;0;134918;K-12 School;K-12 School;134918;91;28.29999924;30.60000038;74.59999847;79;3822102.5;2.723598421;0;848506.625;2895105;9269.976563;926998;TRUE;Error - Correct Default Data;69.42;0.51
183;291;2016;SPS-District K-12;K-12 School;Thurgood Marshall Elementary;2401 S. Irving St.;Seattle;WA;98144;9344400300;3;CENTRAL;47.59096;-122.29985;1991;1;2;64414;0;64414;K-12 School;K-12 School;65310;67;35.09999847;37.59999847;110.3000031;117.9000015;2295176.5;2.688726459;0;672677.6875;2295176;0;0;TRUE;Error - Correct Default Data;16;0.25
184;292;2016;SPS-District K-12;K-12 School;John Marshall Building;520 N.E. Ravenna Blvd.;Seattle;WA;98115;9528103775;6;NORTHWEST;47.67725;-122.32232;1927;1;3;92437;0;92437;K-12 School;K-12 School;92437;78;50;57.09999847;74.40000153;81.90000153;4626443;2.739521517;0;283665.3125;967866;36585.76953;3658577;TRUE;Error - Correct Default Data;201.05;2.17
186;294;2016;NonResidential;Residence Hall;Women's Residence at Seneca;1118 5th Avenue;Seattle;WA;98101;2301950000;7;DOWNTOWN;47.6079;-122.33266;1913;1;9;107572;0;107572;Office, Residence Hall/Dormitory, Retail Store;Residence Hall/Dormitory;63934;76;54.79999924;57.79999924;113.5;117.0999985;5572503;2.746431546;3076446.5;731552.1875;2496056;0;0;FALSE;Compliant;254.87;2.37
188;296;2016;Multifamily LR (1-4);Low-Rise Multifamily;Cooper School Artist's Lofts;4408 Delridge Way SW;Seattle;WA;98106;3388120000;1;DELRIDGE;47.56379;-122.36301;1917;1;4;56617;0;56617;Multifamily Housing;Multifamily Housing;56617;15;35.09999847;38.59999847;80.80000305;88.40000153;1986611.375;2.680841944;0;349325.6875;1191899;7947.119629;794712;FALSE;Compliant;50.52;0.89
189;297;2016;Multifamily MR (5-9);Mid-Rise Multifamily;LAKE CITY COURT;12730 33RD AVE NE;Seattle;WA;98125;3993000000;5;NORTH;47.72232;-122.29181;2009;1;6;56745;0;56745;Multifamily Housing;Multifamily Housing;43673;54;56.59999847;59;133.8999939;138.5;2473962.5;2.692003188;0;455824.8125;1555274;9186.879883;918688;FALSE;Compliant;59.63;1.05
191;300;2016;SPS-District K-12;K-12 School;Cleveland STEM High;5511 15th Ave. S.;Seattle;WA;98108;7549802085;2;GREATER DUWAMISH;47.55237;-122.31391;2007;1;3;204961;0;204961;K-12 School;K-12 School;204961;94;40;43.59999847;88.09999847;92;8190809;2.77293454;0;1327293.75;4528726;36620.82031;3662082;TRUE;Error - Correct Default Data;226.06;1.1
193;313;2016;NonResidential;Medical Office;BMR-201 Elliott Avenue LLC;201 Elliott Avenue West;Seattle;WA;98119;7666202190;7;MAGNOLIA / QUEEN ANNE;47.61972;-122.36033;1927;1;5;190000;39000;151000;Medical Office, Office;Medical Office;146741;1;183.5;183.5;443;443;28731502;2.843367772;0;5493974.5;18745441;99860.58594;9986059;FALSE;Compliant;661.04;3.48
194;314;2016;NonResidential;Hotel;Edgewater Seattle;2411 Alaskan Way;Seattle;WA;98121;7666202317;7;DOWNTOWN;47.6124;-122.35075;1961;1;4;122309;0;122309;Hotel;Hotel;122309;8;208.1000061;213.6000061;326.6000061;330.2999878;25453690;2.837808015;0;1853028.5;6322533;191311.5469;19131155;FALSE;Compliant;1060.13;8.67
196;316;2016;NonResidential;Hotel;337v2-Seattle Waterfront Marriott;2100 Alaskan Way;Seattle;WA;98121;7666202345;7;DOWNTOWN;47.61069;-122.34653;2003;1;8;254273;38800;215473;Hotel;Hotel;277000;29;96.19999695;96.90000153;204.8999939;205;26659244;2.839376775;0;4033863.5;13763542;128957;12895700;FALSE;Compliant;780.84;3.07
199;319;2016;NonResidential;Small- and Mid-Sized Office;Daily Journal Building;83 Columbia St.;Seattle;WA;98104;7666202580;7;DOWNTOWN;47.60271;-122.33557;1914;1;4;56500;0;56500;Office, Retail Store;Office;33000;98;34.5;37.5;84.5;88.09999847;1380293.625;2.654762016;492761.8125;260120.7031;887532;0;0;FALSE;Compliant;44.22;0.78
200;320;2016;NonResidential;Warehouse;(ID320) BMW SEATTLE - SERVICE CENTER;900 MAYNARD AVE S;Seattle;WA;98134;7666202725;2;GREATER DUWAMISH;47.59486;-122.32455;2008;1;4;203504;0;203504;Non-Refrigerated Warehouse, Other - Services;Non-Refrigerated Warehouse;159372;72;18.60000038;19.39999962;58.40000153;60.90000153;3785282.5;2.720498504;0;1109402.75;3785282;0;0;FALSE;Compliant;26.39;0.13
201;322;2016;NonResidential;Large Office;Cox Media Group Seattle KIRO TV (322);2801 3rd Ave;Seattle;WA;98121;656000005;7;DOWNTOWN;47.61757;-122.35122;1968;0;3;100734;26731;74003;Office;Office;100734;20;97.19999695;98.19999695;305.1000061;308.3999939;9788717;2.779272221;0;2868908.5;9788716;0;0;FALSE;Compliant;68.24;0.68
202;323;2016;NonResidential;Small- and Mid-Sized Office;200 Cedar Street Building;200 Cedar Street;Seattle;WA;98121;656000045;7;DOWNTOWN;47.61703;-122.35012;1981;1;4;77662;18504;59158;Office, Parking;Office;62108;57;80.59999847;83.19999695;228.8999939;230.5;5007401;2.738135024;0;1256184.75;4286102;7212.97998;721298;FALSE;Compliant;68.19;0.88
